PI001	CRITICAL	28
PI003	MEDIUM	18
PI007	CRITICAL	2
PI011	CRITICAL	24
PI012	HIGH	1
PI014	MEDIUM	2
PI015	HIGH	21
PI018	HIGH	35
PI025	MEDIUM	3
PI026	HIGH	19
PI028	CRITICAL	33
PI029	HIGH	15
PI030	HIGH	1
PI036	HIGH	1
PI040	MEDIUM	1
PI041	LOW	33
PI044	HIGH	2
PI045	MEDIUM	2
PI049	MEDIUM	274
PI051	CRITICAL	2
PI055	HIGH	1
PI060	MEDIUM	1
